VideoID,Start,End,WorkerID,Source,AnnotationTime,Language,Description
9xVqwy_4pmQ,36,49,878566,clean,35,Chinese,一个 男人 正在 大理石 柜台 上 煮 一个 煮 熟 的 鸡蛋 。

hReROJQpSow,24,30,702553,unverified,50,Chinese,一个 小 男孩 对 著 镜头 大笑 。

MPuKVz3sjBA,1,12,702553,unverified,36,Chinese,一个 小孩 笑 得 很 开心 。

Ofr7FWbnPqU,1,11,550906,clean,58,Chinese,猫 探索 印刷机

1mIyMRPV8kg,9,17,682611,clean,89,Chinese,一个 男人 正在 和 一 只 大 黑 狗 打 篮球 ， 狗 把 球 运 球 做 篮子 。

xaPepCVepCg,35,46,682611,clean,74,Chinese,一 只 大 乌龟 正 走下坡路 。

ACOmKiJDkA4,67,74,682611,clean,85,Chinese,一个 女人 正在 把 米纸 切 成 三角形 和 三角形 。

93n_oYVCLpk,9,12,682611,clean,87,Chinese,一个 小 男孩 把 泥水 洒 在 脸上 和 衣服 上 ， 站 起来 ， 羞怯 地 看 着 一个 小 女孩 。

eyBmG9ZZnLM,103,108,682611,clean,55,Chinese,一个 女人 穿 着 衣服 在 水下 游泳 。

F2Ny7rq9RKs,139,148,651813,clean,18,Chinese,一个 男人 把 胡椒 放 进 碗 里 。

tYh4iDFgmEE,10,14,682611,clean,44,Chinese,一个 戴 眼镜 的 人 正在 吃 一 片 比萨饼 。

9QI8cgBSGo8,28,41,155632,clean,20,Chinese,一个 女孩 在 粉笔板 上 写字 。

5OuYhq6Zl0g,0,10,702553,unverified,32,Chinese,三 个 女孩 在 跳舞 。

WTf5EgVY5uU,100,104,702553,unverified,25,Chinese,一个 女人 正在 把 蛋 打 进 碗 里 。

97JhYpoWxzY,0,4,682611,clean,215,Chinese,一个 婴儿 咬 了 一 口 莳萝 泡菜 ， 闭上 眼睛 ， 摇 了 摇 头 ， 做 了 个 鬼脸 。

PiyoeFC31kE,9,27,702553,unverified,51,Chinese,一个 牛仔 正在 操控 两 只 马儿 绕 场 跑 圈 。

-wa0umYJVGg,271,276,702553,unverified,34,Chinese,一个 女人 在 把 肉 切片 。

OIjsSu_I4So,6,10,682611,clean,64,Chinese,一 辆 卡车 或 一 辆 货车 正 沿着 道路 行驶 。

zuYZ5kPatJE,78,116,702553,unverified,39,Chinese,一 只 小 猫 在 玩 保龄球 。

WqwcWk1In_g,46,54,702553,unverified,17,Chinese,一 只 牛 在 吃 草 。

lvFYUmDSOvU,34,38,682611,clean,52,Chinese,一 匹 马 从 地上 爬 起来 。

3FnUTQMJVXI,31,36,682611,clean,79,Chinese,一 只 小 猫 ， 在 镜子 旁边 ， 在 地板 上 玩 着 一 只 网球鞋 。

kquB3rIgfGk,537,544,169605,clean,38,Chinese,一个 人 正在 把 黄瓜 放在 罐子 里 。

hSgGBHbJrmE,0,17,682611,clean,89,Chinese,一 只 灰色 的 兔子 在 玩 一 只 塞 满 了 白兔 的 兔子 。

io2dbV-Qbus,215,247,702553,unverified,70,Chinese,一个 人 在 把 搅拌 均匀 的 棉状 面团 舀 出来 。

QGJy1K91gP4,90,100,702553,unverified,34,Chinese,树木 被 风雨 吹 得 左右 摇摆 。

xxHx6s_DbUo,173,177,682611,clean,79,Chinese,一个 空手道 男子 在 椅子 之间 砍 了 一 排 木板 。

2YhDTpzxd3c,98,101,682611,clean,119,Chinese,两 个 男人 把 一 块 木头 扔 到 一个 男人 的 腹部 ， 他 站 在 那里 举起 双臂 。

1dA1RQgPN3c,72,82,682611,clean,94,Chinese,一个 女人 在 床单 上 画 鬼脸 。

l_AVz90c4jQ,22,43,702553,unverified,22,Chinese,一个 人 在 把 番茄 切块 。

27hs9W89FuI,0,10,682611,clean,64,Chinese,两 个 队 正在 踢 足球 ， 蓝 队 进 了 三 个 球 。

3Da8WdYYoOk,5,20,702553,unverified,43,Chinese,一个 警员 在 记者 招待会 上 發言 。

xxHx6s_DbUo,121,128,682611,clean,98,Chinese,一个 趴 在 人行道 上 的 人 可以 让 汽车 轮胎 翻过 他 的 手 。

74tRCYS_534,49,57,702553,unverified,41,Chinese,一个 人 手里 抓 著 一 条 鱼 走过 草堆 。

Els1Cclg_sk,4,15,682611,clean,73,Chinese,有人 抬 起 一 辆 蓝色 汽车 的 后部 ， 然后 把 它 掉 下来 。

pFSoWsocv0g,8,17,682611,clean,73,Chinese,一 只 狗 和 一 只 小 狗 在 一起 玩耍 。

IiTzJQE67FA,36,46,702553,unverified,39,Chinese,一个 人 站 在 高处 演说 。

ScdUht-pM6s,53,63,159786,clean,82,Chinese,厨师 准备 生禽肉 。

r2PM0om2El8,18,25,252681,clean,30,Chinese,两 个 穿着 老式 衣服 的 女人 在 花园 里 散步 。

W6_XuNhgtrM,2,5,702553,unverified,52,Chinese,一 位 摩托 骑士 掉落 沙地 上 。

klFyrnrUSck,87,100,702553,unverified,25,Chinese,一个 女人 把 肉 排放 进 锅 里 去 炸 。

FOOM-wA2rOY,77,86,682611,clean,96,Chinese,一个 男人 抓住 一个 女人 ， 把 她 拽 到 地上 ， 似乎 戳 了 她 一下 。

onW5hJXnI5s,126,133,169605,clean,45,Chinese,一 匹 马 倒 了 下来 。

v-9Gx0gJmfo,26,32,682611,clean,76,Chinese,一个 女人 正 在 水下 游泳 。

uZEGu-TA2cU,42,58,702553,unverified,72,Chinese,一 個 驢子臉 的 人 騎腳 踏車 走過 街道 。

hJFBXHtxKIc,118,123,682611,clean,60,Chinese,有人 把 瓶子 里 的 油倒 进 锅 里 。

6ZhKOK08tgM,45,49,682611,clean,99,Chinese,三 个 年轻人 跑 ， 跳 ， 踢 掉 一个 可乐机 。

jTaLGh_MKCM,5,20,702553,unverified,33,Chinese,一个 人 在 对 着 镜头 说话 。

hJuqBDw_TT4,14,25,682611,clean,140,Chinese,一个 女人 坐 在 游泳池 边上 ， 一 只 黑色 的 手臂 伸 了 上来 ， 把 她 拖 进 游泳池 。

jvxUeT1Nlb8,100,115,510157,unverified,72,Chinese,將蛋液 倒入 鍋 中 煎 ， 關掉 火後 拿 起

PJnJMp2ZpbA,3,15,550906,clean,55,Chinese,一个 小 男孩 围 着 他 弟弟 跳舞 。

pzq5fPfsPZg,51,57,682611,clean,55,Chinese,一个 女人 抱 着 一个 小 男孩 ， 然后 把 他 放在 地板 上 。

MMnnqzOoMF0,68,72,682611,clean,77,Chinese,一个 女孩 把 野餐 像 桌子 一样 放在 一边 ， 一个 男孩 把 它 移 回去 。

rnawC5C8gSI,82,90,550906,clean,29,Chinese,躲 在 滑板 后面 的 小孩

FHwC2THZJfA,0,10,682611,clean,66,Chinese,一 只 浣熊 似的 动物 悬挂 在 悬挂 在 天花板 上 的 两 根 绳子 上 。

Kf8oZGHDTt4,4,13,550906,clean,40,Chinese,岩石 和 阿波罗 在 沙滩 上 慢跑 。

bQJQGoJF7_k,162,169,651813,clean,15,Chinese,一个 人 正在 装满 肉 的 袋子 。

PxygpGLKEps,410,420,181773,clean,26,Chinese,几 名 女 警察 正在 唱 卡拉 OK 。

vMoOpQQy6sI,22,55,760882,clean,30,Chinese,两 个 女孩 在 跳舞 。

EjAoBKagWQA,132,145,777366,unverified,319,Chinese,两 个 机器人 在 拥吻 。

IhwPQL9dFYc,143,147,682611,clean,248,Chinese,一个 女人 从 一个 小 玻璃 碗 里 倒入 一个 锅状 锅子 里 的 油 。

BVy9SQI5R68,0,7,550906,clean,33,Chinese,一个 躺 在 它 背 上 的 婴儿 在 哭 。

QVSt5USMkMg,43,50,682611,clean,154,Chinese,一个 女人 似乎 在 喂养 一 只 大 耳朵 长 的 动物 ， 而 另 一个 女人 一边 说话 一边 看 着 它们 。

Sude_yGIbJI,18,67,760882,clean,37,Chinese,一个 人 做 魔术 卡片 戏法 。

DLcuZ-HnHZc,0,10,550906,clean,38,Chinese,一个 女人 在 外面 抚养 一 只 袋鼠 。

fEsrO_poIUg,161,168,682611,clean,292,Chinese,一个 人 把 一 把 大刀 的 尖端 插 入 虎钳 中 ， 然后 把 刀子 朝 他 拉 去 ， 然后 取出 刀 ， 似乎 在 检查 刀刃 的 直线度 。

YmXCfQm0_CA,50,57,682611,clean,56,Chinese,两 个 男人 正 推 着 木车 穿过 树林 。

_JVxurtGIhI,32,42,550906,clean,25,Chinese,一个 女人 在 舞台 上 唱歌 。

xxHx6s_DbUo,202,207,682611,clean,113,Chinese,一个 男人 在 几 个 人 注视 的 时候 拳击 和 踢球 。

z3v8BMNdDvo,1,13,702553,unverified,103,Chinese,小 猫 抓 著 风扇 的 绳子 随着 风扇 转动 。

yd8jh9QYfEs,4,10,682611,clean,129,Chinese,两 个 女人 从 出租车 里 出来 。

cSDkshD2ME0,12,15,682611,clean,86,Chinese,有人 在 岩石 后面 射 杀 一个 骑马 的 人 。

-_hbPLsZvvo,19,26,651813,clean,23,Chinese,一个 女人 正在 切 蔬菜 。

seTkGZlEU64,81,110,510157,unverified,37,Chinese,將 食材 用 刀切 小 塊

LacBy2NT3YQ,12,17,992484,unverified,76,Chinese,犀牛 散步 。

P2WM91LENgk,40,50,682611,clean,85,Chinese,一个 男人 坐 着 ， 对 着 麦克风 唱歌 ， 弹 吉他 。

f9Won2JpOEU,60,80,550906,clean,28,Chinese,一 只 猫 躺 下 舔 它 的 爪子 。

IiTzJQE67FA,74,86,651813,clean,24,Chinese,一个 男人 在 弹 吉他 。

g1Gldu1KS44,8,14,682611,clean,84,Chinese,一 只 小象 正在 走动 ， 把 它 的 树干 缠绕 在 一 片 叶子 茂密 的 绿色植物 上 。

tIMDKdMnNYM,266,273,280252,clean,170,Chinese,一个 女孩 用 刷子 在 脸颊 和 前额 上 化妆 。

YmXCfQm0_CA,277,284,682611,clean,70,Chinese,一 条 蛇 在 树叶 上 爬行 。

J---aiyznGQ,0,6,760882,clean,15,Chinese,一 只 猫 在 弹 钢琴 。

Kqb-mmkEWqU,1,5,922727,clean,41,Chinese,一个 男孩 正在 踢球 。

_1vy2HIN60A,32,40,702553,unverified,86,Chinese,一个 女生 把 小袋鼠 装 进 袋子 里 。

JAFGw0WRHHU,108,116,682611,clean,127,Chinese,一个 跪 在 旁边 的 女人 躺 在 地板 上 ， 在 她 说话 的 时候 一直 拍 着 她 。

JpjAgSvr42k,0,12,702553,unverified,42,Chinese,一个 小孩 抱 着 毛娃娃 。

_WRC7HXBJpU,395,401,411294,clean,18,Chinese,那个 人 正在 平底锅 里 搅米饭 。

GyIs9B3A1Z0,0,7,550906,clean,18,Chinese,两 个 人 在 泳池 里 赛跑

4MjTb5A68VA,111,118,682611,clean,53,Chinese,一个 女人 在 田野 里 跑 ， 放 风筝 。

G6w6kO8UPyg,31,41,682611,clean,52,Chinese,一 只 大 狗 正在 开车 。

TxzxPyfsSxY,0,10,702553,unverified,39,Chinese,一 只 花豹 正在 追逐 猎物 。

MWvCcwTw7Ac,154,181,550906,clean,38,Chinese,咬 在 罐子 上 的 狗 。

0lh_UWF9ZP4,82,87,682611,clean,74,Chinese,一个 女人 正在 用 玻璃丝 搅 打 鸡蛋 和 香料 。

idRc_KkInds,0,6,682611,clean,57,Chinese,有人 抱 着 一 只 小 老虎 。

VxM96IYzw0Q,2,15,702553,unverified,41,Chinese,一 架 飞机 在 天上 盘旋 。

MoqC84sXu88,47,59,702553,unverified,38,Chinese,一个 人 在 绳子 上 走路 。

HDcIB1e9s5A,28,34,682611,clean,61,Chinese,一个 男人 和 一个 女人 正 在 田野 里 跳舞 。

NbOlG7THecM,25,34,682611,clean,157,Chinese,有人 正在 用 带 锯切割 一 块 矩形 木头 。

RJNBxdDQOw4,13,26,550906,clean,78,Chinese,一 只 小 猫 喝 牛奶 。

8MVo7fje_oE,85,90,682611,clean,73,Chinese,有人 把 玻璃罐 里 的 水倒 进 一个 矩形 的 塑料 容器 里 。

fgWFxFg7-GU,10,26,550906,clean,36,Chinese,在 长凳 上 弹 吉他 的 人 。

_UqnTFs1BLc,23,27,702553,unverified,18,Chinese,一个 小 女生 正 在 喝 水 。

nq4hG6qgyPs,240,251,702553,unverified,50,Chinese,一个 人 正在 把 洋葱 切片 。

cCmnN96zIeQ,14,24,135621,clean,186,Chinese,一个 跪 在 板凳 前 的 男孩 ， 他 的 手臂 和 身体 有 节奏 地 移动 ， 然后 他 开始 在 凳子 上 跳舞 。

xXlWsBhFvis,6,10,702553,unverified,27,Chinese,一个 很 胖 的 女生 在 做 体操 。

hWhKdXcqYeU,3,12,550906,clean,48,Chinese,一个 男孩 从 树 屋 出来 。

b_BuSVZwq6M,1,9,550906,clean,34,Chinese,一个 人 在 板球 比赛 中 表现 得 很 好 。

xPR0xFgCAZY,17,27,682611,clean,40,Chinese,有人 在 用 刀子 切开 一个 绿色 西红柿 。

rq2p5ML8-WI,63,69,702553,unverified,38,Chinese,一 对 印度 男女 在 进行 结婚 仪式 。

PBHZtoygOYg,450,465,297776,clean,35,Chinese,一个 人 瞄准 并 发射 步枪 。

XNV7hKVu-Xg,40,47,682611,clean,220,Chinese,几 名 男性 骑马 ， 当 场景 闪烁 到 两 名 男子 驾驶 马车 ， 然后 回到 三 的 骑兵 。

-t-ZWaJeH-o,0,15,550906,clean,42,Chinese,两 个 女人 在 录音室 唱歌 。

xgIIcPSh4EU,0,6,702553,unverified,28,Chinese,一 架 游艇 行驶 在 海上 。

GY5Dl00LrEI,2,13,297776,clean,41,Chinese,一个 女人 开枪 。

-uT_1VDvXok,8,15,682611,clean,58,Chinese,一 只 小 犀牛 正 走 在 一 只 成年 犀牛 的 后面 。

ptHkvYrH9fY,2,10,550906,clean,18,Chinese,吹 笛子 的 人 。

Ted3imMggC0,48,58,295615,clean,70,Chinese,一个 女人 用 手 把 头发 涂 到 头发 上 。

hGmsx2P1qHw,95,100,702553,unverified,36,Chinese,稻农 们 正在 收成 。

K6xy6C-Hsa0,2,28,878566,clean,37,Chinese,一个 男人 很快 地 切开 了 一 排 蘑菇 。

2F9jX7u5nOg,83,97,702553,unverified,45,Chinese,一个 女生 骑 着 马 跑 过来 。

9eJPVpoOtOs,115,130,550906,clean,27,Chinese,一个 人 正在 切 土豆 。

PAm82v0AMFc,5,10,682611,clean,65,Chinese,有人 骑 着 白马 。

4QdX5Q3qQsQ,38,44,682611,clean,79,Chinese,一个 男人 在 唱歌 跳舞 ， 一个 女人 转 过 身 来 看 着 他 。

6t0BpjwYKco,179,183,682611,clean,90,Chinese,一个 女人 把 洋葱 在 炖 锅 里 搅 成 炖肉状 的 混合物 。

jcIrD7rNvTM,10,21,550906,clean,46,Chinese,三 条 腿 的 罗特韦勒 走 到 外面 。

aeA-HN7BMdo,16,33,702553,unverified,127,Chinese,一个 女人 在 把 食材 切 好 。

JIoiUNOXGaI,8,13,682611,clean,62,Chinese,一个 女人 背着 一个 巨大 的 塑料袋 。

dP15zlyra3c,0,10,682611,clean,69,Chinese,一 只 狐狸 正 在 雪 地 里 慢慢 地 走 着 。

VahnQw2gTQY,274,280,760882,clean,35,Chinese,一个 人 切 面包 。

dQmaVQZz7EE,1,18,702553,unverified,26,Chinese,一个 小孩 在 弹 电子 吉他 。

QA_JTtM1hKA,5,15,155632,clean,23,Chinese,一个 家伙 在 弹电吉他 。

5U3xz9Ovmhk,99,105,682611,clean,68,Chinese,一个 人 正在 切碎 一 种 绿色 的 物质 。

57C93mpt6Xo,358,368,682611,clean,63,Chinese,一 位 女士 正在 用 刷子 涂 腮红 或 粉 。

Lz-2QTNp5O8,6,16,682611,clean,56,Chinese,一个 年轻 女子 正在 演奏 一 把 声吉他 。

bkazguPsusc,74,85,550906,clean,320,Chinese,一 只 猫 在 沙发 下面 滑动 。

wLUH7qA_6sA,90,115,702553,unverified,58,Chinese,一 台 潜水艇 在 水底 发射 导弹 。

cWOPC2kt_IA,8,16,651813,clean,201,Chinese,一 只 动物 在 四处 嗅嗅 。

zYcY4mjLpxU,104,118,760882,clean,21,Chinese,孩子 们 在 吃 东西 。

QklHhN8pQBE,0,10,155632,clean,17,Chinese,一个 男人 在 唱歌 。

gtIz1u8g1F0,3,13,702553,unverified,33,Chinese,小象 跟 著 大象 在 走路 。

nb12bAaKzvA,0,10,682611,clean,72,Chinese,一 只 浣熊 似的 动物 在 抓 着 橘子 吃 东西 。

8PQiaurIiDM,143,151,682611,clean,64,Chinese,一个 人 用 剑 把 棕色 靴子 的 脚趾 剪 掉 。

8BL9qmFRbd4,6,13,702553,unverified,33,Chinese,一 对 男女 提 着 行李 走 进来 。

cSDkshD2ME0,11,14,682611,clean,78,Chinese,一个 岩石 后面 的 人 用 步枪 射杀 了 一个 骑马 的 人 ， 被 枪击 的 人 在 马 身上 猛跌 。

D1tTBncIsm8,725,740,682611,clean,184,Chinese,一个 男人 把 足球 踢 进 一个 球门 ， 一个 足球 击落 了 一 架 照相机 和 三脚架 ， 几乎 没有 人 从 后面 跳 出来 。

9HDUADeA2xg,3,31,777366,unverified,144,Chinese,一 只 小 狗 在 玩 球 。

BiVJel79edY,223,240,651813,clean,24,Chinese,一个 男人 在 跳舞 。

nV3Wv8iHp4U,0,38,702553,unverified,70,Chinese,一 只 穿 裙子 的 小狗 在 沙發 上 玩耍 。

6t0BpjwYKco,15,31,682611,clean,72,Chinese,一个 女人 把 洋葱 切 成 两 半 ， 然后 切 成 小 块 。

omGWjiwxcTE,18,23,702553,unverified,36,Chinese,拳击 选手 被 对手 甩 在 地上 攻击 。

NaX51emUDn4,0,20,550906,clean,36,Chinese,猫 盯 着 盛 满 水 的 碟子 。

ao-9B8IV9_E,87,95,682611,clean,46,Chinese,一 只 鹅 追赶 一个 人 ， 咬 它 的 屁股 。

gWRRHV7DLV0,21,31,682611,clean,124,Chinese,一个 人 在 堆 三 个 南瓜 时 说话 。

PHDmVhShE80,82,86,682611,clean,56,Chinese,一个 女人 把 鸡蛋 打 进 碗 里 ， 用 金属 丝 搅 打 。

e3XkmpNcSt4,8,19,702553,unverified,31,Chinese,一个 人 在 操控 滑鼠 点击 电脑 文件 。

2F9jX7u5nOg,114,130,135621,clean,439,Chinese,一个 女人 正 沿着 一 条 泥泞 的 道路 奔 向 一 匹 马 。

ACOmKiJDkA4,49,54,760882,clean,32,Chinese,一个 人 正在 劈葱 。

xtbsD3PUua4,174,185,702553,unverified,27,Chinese,一个 人 在 切 芒果 。

AjZ-R3LFMzo,5,10,252681,clean,20,Chinese,一个 骑 摩托车 的 人 在 做 特技 表演 。

nlU3crMsbWI,19,23,702553,unverified,43,Chinese,一个 人 正在 画 树 。

aC-KOYQsIvU,25,31,682611,clean,76,Chinese,有人 用 平底锅 搅 着 什么 东西 ， 好像 是 一 根 棍子 。

fvBs0xpEZhQ,10,30,682611,clean,115,Chinese,一个 男人 在 办公室 里 ， 把 一个 小 球 从 他 的 脚 和 头 上 掷 下来 。

504gE1DA_4g,1,6,702553,unverified,21,Chinese,一 只 小白兔 在 床 上 。

bL_Kijz9IN4,0,15,649657,unverified,111,Chinese,一个 女孩 在 切大蒜 。

6KS8R3RxrV8,0,23,702553,unverified,34,Chinese,一 只 狗 正在 看 顾 柜台 。

gHzws6FpuNE,10,12,702553,unverified,48,Chinese,一 辆 车牌 AYF137 的 白色 车子 正在 行驶 。
